2,England,Dorset,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,England,Dorset,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,England,Dorset,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,England,Dorset,Summer Holidays,24 Jul 2019(Wed),30 Aug 2019(Fri)
0,England,Dudley,Autumn Half Term Holidays,29 Oct 2018(Mon),2 Nov 2018(Fri)
1,England,Dudley,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,England,Dudley,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,England,Dudley,Spring Holidays,15 Apr 2019(Mon),26 Apr 2019(Fri)
4,England,Dudley,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,England,Dudley,Summer Holidays,23 Jul 2019(Tue),
0,England,Durham,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,England,Durham,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,England,Durham,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,England,Durham,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,England,Durham,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,England,Durham,Summer Holidays,22 Jul 2019(Mon),2 Sep 2019(Mon)
0,England,Ealing,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,England,Ealing,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,England,Ealing,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,England,Ealing,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,England,Ealing,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,England,Ealing,Summer Holidays,29 Jul 2019(Mon),30 Aug 2019(Fri)
0,England,East-Riding-of-Yorkshire,Autumn Half Term Holidays,29 Oct 2018(Mon),2 Nov 2018(Fri)
1,England,East-Riding-of-Yorkshire,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,England,East-Riding-of-Yorkshire,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,England,East-Riding-of-Yorkshire,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,England,East-Riding-of-Yorkshire,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,England,East-Riding-of-Yorkshire,Summer Holidays,24 Jul 2019(Wed),30 Aug 2019(Fri)
0,England,East-Sussex,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,England,East-Sussex,Winter Holidays,20 Dec 2018(Thu),2 Jan 2019(Wed)
2,England,East-Sussex,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,England,East-Sussex,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,England,East-Sussex,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,England,East-Sussex,Summer Holidays,24 Jul 2019(Wed),3 Sep 2019(Tue)
0,England,Enfield,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,England,Enfield,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,England,Enfield,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,England,Enfield,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,England,Enfield,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,England,Enfield,Summer Holidays,24 Jul 2019(Wed),30 Aug 2019(Fri)
0,England,Essex,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,England,Essex,Winter Holidays,20 Dec 2018(Thu),2 Jan 2019(Wed)
2,England,Essex,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,England,Essex,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,England,Essex,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,England,Essex,Summer Holidays,25 Jul 2019(Thu),2 Sep 2019(Mon)
0,England,Gateshead,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,England,Gateshead,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,England,Gateshead,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,England,Gateshead,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,England,Gateshead,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,England,Gateshead,Summer Holidays,22 Jul 2019(Mon),30 Aug 2019(Fri)
0,England,Gloucestershire,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,England,Gloucestershire,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,England,Gloucestershire,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,England,Gloucestershire,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,England,Gloucestershire,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,England,Gloucestershire,Summer Holidays,24 Jul 2019(Wed),30 Aug 2019(Fri)
0,England,Greenwich,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,England,Greenwich,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,England,Greenwich,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,England,Greenwich,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,England,Greenwich,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,England,Greenwich,Summer Holidays,24 Jul 2019(Wed),30 Aug 2019(Fri)
0,England,Hackney,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,England,Hackney,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,England,Hackney,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,England,Hackney,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,England,Hackney,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,England,Hackney,Summer Holidays,24 Jul 2019(Wed),30 Aug 2019(Fri)
0,England,Halton,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,England,Halton,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,England,Halton,Spring Half Term Holidays,11 Feb 2019(Mon),15 Feb 2019(Fri)
3,England,Halton,Spring Holidays,1 Apr 2019(Mon),12 Apr 2019(Fri)
4,England,Halton,Easter Holidays,19 Apr 2019(Fri),22 Apr 2019(Mon)
5,England,Halton,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
6,England,Halton,Summer Holidays,25 Jul 2019(Thu),3 Sep 2019(Tue)
0,England,Hammersmith-and-Fulham,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,England,Hammersmith-and-Fulham,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,England,Hammersmith-and-Fulham,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,England,Hammersmith-and-Fulham,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
4,England,Hammersmith-and-Fulham,Summer Half Term Holidays,27 May 2019(Mon),31 May 2019(Fri)
5,England,Hammersmith-and-Fulham,Summer Holidays,24 Jul 2019(Wed),30 Aug 2019(Fri)
0,England,Hampshire,Autumn Half Term Holidays,22 Oct 2018(Mon),26 Oct 2018(Fri)
1,England,Hampshire,Winter Holidays,24 Dec 2018(Mon),4 Jan 2019(Fri)
2,England,Hampshire,Spring Half Term Holidays,18 Feb 2019(Mon),22 Feb 2019(Fri)
3,England,Hampshire,Spring Holidays,8 Apr 2019(Mon),22 Apr 2019(Mon)
